,posting_id,description,train duties,accessory pop,receiving pop,priced changes,displayed changes,is showroom,aor recovery,repaired quality,showroom quality,sold floor,kept clutter,needed aspects,including entrance,organize channels,keep channels,on_going reinforcement,approach customer_service,completed excellence,may bachelors_degree,substitute bachelors_degree,include shipyard,streamline construction,setting shipyard,will z,have z,are shipyard,must_have construction,setting engines,piping knowledge,must installation,interpret installation,has employment,back_stock product,as_needed remains,pricing maintenance,operate receiving,receiving education,including profiles,lead resort,heads managers,inspects resort,affiliated organizations,made resort,exciting work,focus patients,evolve position,pays interview,discussed interview,is high_end,established therapy,foh employees,waitstaff bussers,being roberts,heard roberts,recording mailing,assist strain,hiring strain,stacking product,passed city,make meets,aid aspects,have orientations,been orientations,homeowner orientations,cracker barrel,pertaining loan,pertaining mortgage,dusting vaccumn,financing delivery,ashley furniture,tore offers,will hearing,evaluate hearing,barium results,diagnose treatment,receive pay,scheduling access,week_ends opportunity,pay bets,arise manage,advertising retail_sales,conducted increments,broken increments,ekg rhythms,maintaining grooming,including fast_food,cleaning fast_food,bathrooms gasoline,selling up_to_date,offers terms,register mortgage,champion company,discreet client,will coverage,respond activities,merchandising responsibilities,set flavor,tag displays,keep back_stock,working habits,initiative tasks,become vacuum,supplement activity,networking realty,processes objectives,creating mueller,ethics policies,move rv,portrait sales,high_energy personality,multi_task excellent,on_line support,regarding device,including impressions,complete resale,moe s,draw quality,examining cavity,including sores,recessed gums,bleeding gums,conduct data_entry,pursuing classroom,facilitate outcomes,following vehicle,arc initiatives,reach roberts,candidate bach,alternates recipes,using recipes,financing builds,concerning granting,extending lines,safekeeping contacts,needed tax,satisfy tax,examines evaluates,contact finance,sub recipient,assist grantee,homelessness assistance,cot ota,debilitating conditions,optimizing reliance,emerging treatment,alleviate discomfort,dpt communication,providing excellence,adheres organization,petroleum product,sells petroleum,windows articles,adjust articles,reach relay,meals activities,care conferences,passing trays,supplied state,hwy city,meet industry,are fleet,being fleet,reinforced fleet,training instructors,ensure license,snc fleet,maintain oil,identify hand,ensure fuel,forced turbine,planned turbine,inlcuding outage,typing guide,vary branch,branch responsibilities,depositing money,turn ip,turn equipment,hosted phones,will trailers,driving trailers,steering cruise,heated mirrors,polished aluminum,processing inventory,counting dates,respiratory therapy,detect identify,neutralize weapon,requested accordance,provide ls,will geophysics,be geophysics,managing geophysics,requested eh,as_needed anniston,dhs emergency,fe ma,experience distribution,know trade,provides handover,oncoming transition,done test,determine isolation,infrared heaters,fired burners,cat walks,reaching feet,adhering safety_standards,have proven,is intake,maximize increase,degree leadership,required share,collate reports,raise purchase,appropriated undertake,gcse level,management_systems data_entry,will please,apply shift,pertaining grounds,produce world_class,supporting men,extreme confidentiality,fast_paced response,would in_office,using intranet,study guide,competitive_pay life,n assist,ens health,invoiced manner,utilize specialty,teaching leadership,insures privacy,insure application,cut fiberglass,proper size,involved deployments,payroll personnel,needs mental_health,may carts,check voice,as_needed firm,will workforce,following workforce,reporting data_entry,weekly payroll,training temps,work split,investigate situations,conduct patrol,ax way,transport maintain,deceased maintain,morgue maintain,g4s client,possess service,combat arms,decreased expenses,oversee expansion,maximize center,carried employees,oversee calculation,banking finance,monitoring introduction,carrying technology,pre_planning technology,incoming goods,testing aerotek,routes results,etch pipe,assists everyone,bi_lingual experience,manufacturing spanish,are mbm,solve_problems changes,mill operations,designing purchasing,constructing purchasing,conform management,market_based management,bsee degree,cold food,mill organization,can personnel,licensed personnel,is medications,drawing medications,recommend employment,rmc managers,matching vacations,closed holidays,growing consumer,headquartered greenville,met profit,championing recognition,will dedication,posses dedication
0,201408_881786,"adecco engineering and technical is currently recruiting for a contract cd lab technician located in sylmar , ca . this position required minimum of two years experience in development or quality laboratory environment . the salary for this position is between $ 14 . 00 and $ 15 . 00 per hour . cd lab technician job_responsibilities include : maintain and calibrate test equipment ; prepare batteries or sub-components for test conduct testing as_required analyze battery and warranty failures compile test data for analysis and input schedules into computer . follow and adhere to company guidelines based on work to be performed ; co_ordinate acquisition , shipping and receiving of materials in and out of the lab facility additional and / or other duties as may be assigned . qualifications : two_year associates_degree or electronics technician training minimum of two years experience in development or quality laboratory environment an equivalent combination of education and experience with electronics . ability to read and comprehend technical instruction manuals and specifications . capable of writing technical reports and to effectively present information in discussions strong computer skills including knowledge of windows_based programs , including word_processing , spreadsheet , database and presentation programs ability to use hand tools as_needed to tear down batteries for analysis ability to perform necessary handling of batteries in a test lab environment if you are interested in this cd lab technician job opportunity in sylmar , ca then please click apply now . for other opportunities available at adecco engineering and technical go_to www . adeccousa . com . if you have questions about the position please_contact srilaxmi tirumala at 6264632332 or srilaxmi . tirumala @ adeccona . com .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,201408_1021073,"at corporate , you ll team with the best in the business to build one of the most innovative global businesses in any industry . uniquely positioned at the center of an exciting , multi_faceted company , the forward-thinkers at disney corporate constantly pursue new ideas and technologies to help the company s many businesses drive value , all the while gaining something valuable from the experience themselves . come see the most interesting company from the most interesting point of view . the segment services , technology & media , & business planning team is responsible for working with segments to plan and development learning content solutions . the technology and media group is responsible for interfacing with partners from the coe and segments to provide design consultation from a technological point of view . additionally , this team is responsible for the management of existing technology assets . individuals on this team may also be accountable for graphic design , audio / video production , programming , and product_development . the twdc enterprise learning team is seeking an experienced web / mobile application developer to design , build and maintain the next_generation of applications and tools for learning products delivered across the enterprise . the ideal candidate lives and breathes javascript , html5 , and css3 , while applying personal experience to enhance and augment the tools they use every_day . develop technology solutions for learning projects partner and consult with designers and technology consultants to understand project requirements research and apply knowledge of programming technology to inform overall approach and strategy . 3+ years of programming and development of technology solutions exceptional experience with javascript , php , objective c , java , j son and debugging complex object_oriented web_based applications in_depth understanding of frameworks such as backbone and node working experience in creating client_side web apps with rails back_end good working_knowledge of mysql database and sql programming experience building highly polished experiences using the latest web technologies excellent problem_solving , critical_thinking , and communication skills strong eye for ux and ui design experience with webkit-specific features , c , c++ development a plus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,201307_1459558,"immediate need for sr . clinical trials consultant . position has possibility of turning into a full_time position at the end of contract period . responsibilities will include : 1 ) managing multiple clinical trials / projects 2 ) leading , planning , and negotiating contracts 3 ) identifying and resolving issues 4 ) interfacing with legal , planning , and other levels within the company ideal candidate must_have strong contract and budget negotiation within the clinical environment . non_profit or bio tech / research industries preferred . bachelor 's degree required , masters a plus . .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,201612_2993979,"may function under general supervision of the manager or may function independently when in charge of the 5west pediatric unit . management responsibilities include the continued development and utilization of knowledge and skills for the management of the patient_care unit and nursing personnel for the delivery of patient_care . clinical responsibilities include direct and continuous response for patient_care as delegated . leadership responsibilities provide leadership and direction ; functioning as a resource person , working with others to achieve goals of patient_care unit . direction of the education and teaching efforts at the unit_level as directed by the manager . graduate from an accredited school of nursing , bsn required and current rn license for the state of california . knowledge of principles and practices of patient_care in pediatrics . develop principles of sound fiscal management . ability to lead . make sound clinical judgments related to patient_care and to personnel administering that care . ability to counsel and teach competent in speaking english clearly . 5 years or greater of pediatric experience , including charge experiencemanagment experience , preferred strong leadership_skills , required keywords .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,201702_3686925,"googletag . cmd . push ( function ( ) googletag . display ( 'div-gpt-ad-1480726033137-0 ' ) ; ) ; it warehouse coordinator this job is no longer active . view similar jobs . post date 1 / 10 / 2017 end date 2 / 9 / 2017 modisvenice , ca_view all jobs expand job_summary company mod is job classification full_time company ref # 23262674 . 21600999 required licenses / certifications df-aj location venice , ca job type regular aje ref # 577164863 job_description span it warehouse coordinator ( contract ) local only - no corp to corp br br we believe that reinventing the camera represents our greatest opportunity to improve the way people live and communicate . our products empower people to express themselves , live in the moment , learn about the world , and have fun together . br br we are looking for an it warehouse technician to help in our warehouse facility . br br what you ll do : br deliver products to off_site locations br stock off_site help desk locations br maintain accurate inventory levels br contact customers for product pick_up br maintain high_level of organization at pick_up locations br participate in inventory audits . br help receive product deliveries br br what we re looking for : br 0-1 years of professional experience in a warehouse environment br knowledgeable in osx br knowledgeable in wide range of electronic goods br strong customer focus br strong verbal and written skills br ability to multi_task to meet deadlines and deliverable s br self_starter that learns quickly , on the fly br process_oriented with strong attention to detail br some heavy lifting required ( ability lift & carry boxes ) br must_have legal drivers_license br able to climb ladders br br br / span googletag . cmd . push ( function ( ) googletag . display ( 'div-gpt-ad-1480726033137-1 ' ) ; ) ; .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,201601_1619909,"account manager position_summary : candidates will be energetic problem solvers with certain freedom to develop this position as they integrate personal skills into our organization . primary_responsibilities : participant and client advocate first response to employee and administrative calls regarding claim , employee , billing , and / or carrier issues . intervening with insurance carriers and provider offices to help the employee solve claim issues . employee education with plan design to help them understand the plan that is available to , or enrolled in . creating and distributing employee communications to ensure the participants understand all the offerings of their insurance carrier ( wellness , discounts , choosing a provider , maternity benefits , etc . ) management of client work flows renewal tracking and management . compliance review and audit . client census and data gathering . employee presentations in front of 10 ? 50 employees at a time as_needed . minimum_requirements : insurance license . industry experience with participant service ( ie worked for an insurance company with insured interaction , worked for another brokerage firm in_service , etc . ) . microsoft_office experience ? proficient in all programs for the design and execution of employee communication , benefits analysis and presentation pieces . education : minimum high_school / ged or 5 years industry experience . we are an equal employment opportunity employer and will consider all qualified candidates without regard to disability or protected veteran_status . job experience : , .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,201604_1214709,"essential functions the following is a list of duties , tasks , work activities and / or functions the tool setter will / may be required to perform : set cutting tools to critical dimensions for 50 and 60 taper holders and km adaptors uses calibrated presetting machine to inspect all parameters of the cutting tool to the tool list specifications balances cutting tools for high_speed machines identifies cutting tools with tool numbers and gage lengths operates shrink fit machine setting tools to critical dimensions issues tools and inserts maintaining records of tools / equipment issued and returned ensures that all production jobs have sufficient back_up cutting tools and communicates any shortages to the tool-room lead reports any shortages of inserts to the inventory control person ensures the pre_set area of the tool room is kept clean and well_organized perform other reasonable tasks , projects or duties as they are assigned by supervision . specifications the following is a list of skills , abilities , training , education , experience , values , interests and / or talent the tool setter will be expected to posses and demonstrate : minimum of one_year of experience working in aerospace or a related manufacturing environment must demonstrate the ability to add , subtract , multiply and divide with or without a calculator ( either is acceptable ) must be able to understand , read , write and effectively communicate in english the ability to communicate in spanish is a definite plus must demonstrate the ability to lift up to 60 lbs . and to carry a 60 lb . object a minimum of 5 ft . precision cast parts corp . is an equal_opportunity employer committed to recruit , hire , train , and promote in all job categories without regard to race , color , religion , sex , sexual_orientation , gender identity , national origin , age , disability , veteran_status or other status protected by applicable law . .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,201607_2498764,"a non_profit organization in long beach is looking for an entry_level accountant to assist with audit support and general accounting duties . the entry_level accountant will bre reporting directly to the controller . position_summary the accountant ensures accuracy in accounting records for receipts and / or disbursements within the organization . duties include performing a variety of complex clerical and entry_level bookkeeping and accounting tasks , applying accepted procedures to the preparation and maintenance of accounting and other records , and preparing financial , statistical , and / or technical reports . essential duties and responsibilities other duties may be assigned . the duties listed here are typical examples of the work performed ; not all duties assigned are included , nor is it expected that all similar positions will be assigned every duty . processes accounts_payable including review and data_entry of payment request information . processes accounts receivable including preparing all deposits of receivables . serves as back_up to payroll . makes routine cost distributions ; posts subject accounts . prepares and posts accounting documents , such as fees , receipts , invoices , requisitions , vouchers , expense accounts and related reports such as bank register and cash operating reports . posts requisitions , receipts , and disbursements information to appropriate ledgers or journals . files and maintains clerical records and reports pertinent information to accounting and booking or technical operations . oversees and conducts electronic scanning of finance documents . provides clerical and administrative_support as_needed and assigned . please send resumes to : jenna . lip pert @ accountemps . com or call 562-436-6757requirementsbachelors degree in accounting or a related field 0-2 years of accounting experience advanced excel .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,201608_3427237,"we are currently recruiting for the following registered_nurse openings : cath lab rn - los angeles , ca . all candidates must_have : 2 years cath lab experience , 1 year travel experience . active california state rn li_censure is required . 13 week assignment , 8 hour day shifts , 40 hours per week bachelor 's degree in nursing preferred also , the appropriate certs for each position are required at time of submission ( will be discussed during conversation with your recruiter ) . active american heart association ac ls , bls card to inquire , send resume or please_contact : mr . sandy watkins watkins staffing p : 1- ext . 101 refer a health_care professional and receive $ 1000 .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,201504_2130523,"the technical_support analyst is the point person for it support in a specific cal portland region . the position for this analyst in so cal includes the corporate office . this analyst acts as a liaison between business operations and it and is responsible to ensure high_quality , timely and effective it support of that region . this person performs these responsibilities in conjunction with the it organization and in compliance with cal portland it standard practices and technologies . key technologies supported by this role include : end_user computers , printers and peripherals , application servers , ups systems , network / telecommunications equipment , video systems , ready mix batch panels , wireless devices , time clock systems , fuel systems , mobile devices , and truck tracking systems . duties : this employee works closely with regional and corporate office users / management to identify , prioritize and perform it support-related tasks . primary activities include deploying equipment , trouble_shooting technology issues , implementing new solutions , maintaining equipment , and understanding business requirements for potential it projects . key responsibilities include : support pc , printer ( peripheral ) , network ( lan / wan ) , telephony and data center environments using cal portland service request and change control processes engage in activities for project planning , monitoring and execution document environment , create diagrams , processes and procedures upgrade and install new hardware and software including ( but not limited to ) servers , pcs , printers , networking equipment facilitate it_related work with vendors at regional sites rapidly assimilate and apply technical knowledge to maximize computer operations that support business processes follow policies and procedures regarding how problems are identified , received , documented , distributed , and corrected to ensure maximum issue resolutions in minimum time , based on best_practices evaluate new information systems products or services and suggest changes to existing products or services to better aide the end_user . 5+ years it experience required ms-windows installation and configuration peripherals support and trouble_shooting network connectivity set_up and issue resolution exceptional verbal and written communication skills and ability to work in collaborative team environment with minimal_supervision highly organized and flexible self_starter , with an eye for detail who can maintain multiple on_going assignments simultaneously and re prioritize work appropriately in sometimes ambiguous and often changing situations must be able to move equipment ( up to 50 pounds ) and provide own transportation for work at different locations within the region preferred : msce certification preferred",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
